,dir,accuracies,packsRaw
153,thilakshasilva-predicting-titanic-survival-using-five-algorithms,0.757,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:ROCR"", ""package:graphics"")': ['plot'], 'character(0)': ['impute.age'], 'package:Amelia': ['missmap'], 'package:base': ['as.data.frame', 'c', 'cbind', 'colnames', 'colSums', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.na', 'lapply', 'length', 'library', 'list', 'matrix', 'mean', 'names', 'nrow', 'order', 'paste', 'return', 'round', 'row.names', 'sapply', 'scale', 'seq', 'set.seed', 'subset', 'sum', 'summary', 'table', 'unlist', 'which'], 'package:car': ['durbinWatsonTest', 'vif'], 'package:caret': ['createMultiFolds', 'train', 'trainControl'], 'package:caTools': ['sample.split'], 'package:dplyr': ['bind_rows', 'select'], 'package:e1071': ['naiveBayes', 'svm', 'tune'], 'package:ggplot2': ['aes', 'element_text', 'facet_wrap', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_hline', 'geom_line', 'geom_point', 'geom_violin', 'geom_vline', 'ggplot', 'ggtitle', 'scale_fill_brewer', 'scale_fill_manual', 'scale_y_continuous', 'theme', 'theme_bw', 'xlab', 'ylab'], 'package:graphics': ['abline', 'mosaicplot'], 'package:randomForest': ['importance', 'randomForest'], 'package:ROCR': ['performance', 'prediction'], 'package:rpart': ['rpart'], 'package:rpart.plot': ['rpart.plot'], 'package:stats': ['binomial', 'chisq.test', 'cor', 'glm', 'median', 'predict', 'reorder', 'step', 'var'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
154,alexandrakp-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
155,lukeschmerold-exploring-survival-on-the-titanic,0.766,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
156,turntrout-titanic-data-exploration,0.783,"{'package:base': ['as.factor', 'colSums', 'data.frame', 'is.na', 'library', 'rbind', 'sapply', 'set.seed', 'which'], 'package:data.table': ['setDT'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:stats': ['predict'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
157,rahul169-titanic-prediction,0.149,"{'package:base': ['as.factor', 'cbind', 'colSums', 'factor', 'is.na', 'library', 'mean'], 'package:ggplot2': ['aes', 'facet_grid', 'geom_bar', 'geom_jitter', 'ggplot'], 'package:randomForest': ['randomForest', 'varImpPlot'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
158,lisastuart-exploring-survival-on-the-titanic,0.769,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.na', 'lapply', 'library', 'names', 'nchar', 'nrow', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'unique', 'which'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'group_by', 'mutate', 'n', 'summarise'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'par', 'plot'], 'package:mice': ['complete', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
159,petrodatatoenergy-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
160,manskj-machine-learning-and-titanic,0.783,"{'character(0)': ['extractFeatures', 'extractFeatures2'], 'package:base': ['as.factor', 'c', 'data.frame', 'gsub', 'ifelse', 'is.na', 'length', 'library', 'paste', 'print', 'rbind', 'return', 'sapply', 'set.seed', 'strsplit', 'substr', 'sum'], 'package:stats': ['binomial', 'glm', 'median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
161,ronchi-project-titanic,0.788,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['c', 'data.frame', 'factor', 'is.na', 'library', 'prop.table', 'rbind', 'replace', 'set.seed', 'subset', 'summary', 'table'], 'package:caret': ['confusionMatrix', 'train', 'trainControl'], 'package:ggplot2': ['aes', 'facet_grid', 'geom_bar', 'ggplot'], 'package:gridExtra': ['grid.arrange'], 'package:readr': ['read_csv'], 'package:stats': ['median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
162,djohnbar-fork-of-titanic-rf-w-titles,0.776,"{'package:base': ['as.factor', 'as.integer', 'as.numeric', 'c', 'colSums', 'data.frame', 'is.na', 'length', 'library', 'list.files', 'mean', 'nrow', 'options', 'table', 'unique', 'which'], 'package:dplyr': ['bind_rows'], 'package:randomForest': ['randomForest', 'varImpPlot'], 'package:stats': ['cor', 'glm', 'predict'], 'package:stringr': ['str_extract'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
163,kikishmiki-titanic-passenger-survival-prediction,0.786,"{'c(""package:grid"", ""package:ggplot2"")': ['unit'], 'character(0)': ['set'], 'package:Amelia': ['missmap'], 'package:base': ['as.character', 'as.factor', 'c', 'cbind', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'mean', 'names', 'paste', 'rbind', 'round', 'sapply', 'set.seed', 'strsplit', 'table', 'which'], 'package:ggplot2': ['aes', 'annotate', 'geom_bar', 'geom_boxplot', 'geom_count', 'geom_dotplot', 'geom_tile', 'geom_violin', 'ggplot', 'labs', 'scale_x_continuous', 'theme_bw'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'plot'], 'package:grid': ['grid.text'], 'package:randomForest': ['randomForest'], 'package:stats': ['aggregate', 'as.formula', 'median', 'na.omit', 'predict', 'wilcox.test'], 'package:utils': ['read.csv', 'write.csv']}"
164,aer503-titanic-exploring-survival-and-random-forest-test,0.771,"{'package:base': ['as.character', 'as.data.frame', 'as.factor', 'as.numeric', 'c', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'names', 'paste0', 'round', 'row.names', 'set.seed', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_text', 'ggplot', 'labs', 'theme_classic'], 'package:randomForest': ['importance', 'randomForest', 'varImpPlot'], 'package:rpart': ['rpart'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
165,quark6-titanic-work,0.774,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nrow', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_x_discrete', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
166,abhinavralhan-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
167,mhamano-titanic-r-script,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'system', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'write.csv']}"
168,felixhalim-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
169,nithishthirmul-titanic-data-test1,0.764,"{'character(0)': ['extractFeatures'], 'package:base': ['as.factor', 'c', 'data.frame', 'gsub', 'is.na', 'levels', 'library', 'mean', 'return', 'table'], 'package:randomForest': ['randomForest'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
170,beovulfo-titanic-work-for-beginners,0.795,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:ROCR"", ""package:graphics"")': ['plot'], 'package:Amelia': ['missmap'], 'package:base': ['as.factor', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.factor', 'is.na', 'lapply', 'length', 'library', 'mean', 'names', 'paste', 'paste0', 'print', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'subset', 'sum', 'summary', 'table', 'unique'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par'], 'package:mice': ['complete', 'mice'], 'package:pscl': ['pR2'], 'package:randomForest': ['importance', 'randomForest'], 'package:ROCR': ['performance', 'prediction'], 'package:scales': ['dollar_format'], 'package:stats': ['anova', 'binomial', 'contrasts', 'glm', 'median', 'na.omit', 'predict', 'reorder'], 'package:utils': ['head', 'install.packages', 'read.csv', 'write.csv']}"
171,aeintngon-titanic-exploratory-analysis,0.771,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'character(0)': ['percent', 'pretty_breaks'], 'package:base': ['as.factor', 'c', 'data.frame', 'factor', 'ifelse', 'is.na', 'library', 'max', 'mean', 'rbind', 'sapply', 'set.seed', 'sum', 'summary', 'table', 'transform', 'which'], 'package:caret': ['train', 'trainControl'], 'package:dplyr': ['group_by', 'left_join', 'mutate', 'n', 'summarise'], 'package:ggplot2': ['aes', 'element_text', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_label', 'geom_text', 'ggplot', 'ggtitle', 'guides', 'position_dodge', 'position_stack', 'scale_fill_brewer', 'scale_y_continuous', 'theme'], 'package:ggthemes': ['theme_stata'], 'package:graphics': ['hist'], 'package:gridExtra': ['grid.arrange'], 'package:Hmisc': ['cut2'], 'package:knitr': ['kable'], 'package:randomForest': ['randomForest', 'varImpPlot'], 'package:stats': ['binomial', 'glm', 'lm', 'median', 'predict'], 'package:stringr': ['str_extract'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
172,qianbi-titanic-voting-2,0.776,"{'package:base': ['as.numeric', 'c', 'data.frame', 'factor', 'gsub', 'ifelse', 'lapply', 'library', 'nrow', 'round'], 'package:dplyr': ['bind_rows'], 'package:e1071': ['svm'], 'package:mice': ['complete', 'mice'], 'package:nnet': ['nnet'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:stats': ['glm', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
173,anweshaghosh-titanic-forkofmultiplescripts-r,0.783,"{'c(""package:dplyr"", ""package:plyr"")': ['desc', 'mutate'], 'c(""package:dplyr"", ""package:stats"")': ['filter'], 'character(0)': ['readData'], 'package:Amelia': ['missmap'], 'package:base': ['as.factor', 'as.numeric', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'list', 'min', 'names', 'order', 'paste', 'paste0', 'print', 'require', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'table'], 'package:caret': ['resamples', 'train', 'trainControl', 'varImp'], 'package:corrgram': ['corrgram'], 'package:dplyr': ['bind_rows', 'dense_rank', 'select'], 'package:ggplot2': ['aes', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_point', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['barplot', 'boxplot', 'hist', 'mosaicplot', 'par', 'plot'], 'package:grDevices': ['rgb'], 'package:lattice': ['dotplot'], 'package:mice': ['complete', 'mice'], 'package:plyr': ['revalue'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
174,cdeotte-titanic-spam-filter,0.762,"{'character(0)': ['getmode', 'ilogit', 'logl', 'pimage', 'prep'], 'package:base': ['abs', 'as.matrix', 'c', 'cat', 'colnames', 'data.frame', 'diag', 'duplicated', 'eigen', 'exp', 'factor', 'gsub', 'ifelse', 'intersect', 'is.na', 'length', 'library', 'log', 'match', 'matrix', 'max', 'mean', 'ncol', 'nrow', 'order', 'paste', 'pmin', 'rbind', 'rep', 'return', 'row.names', 'rownames', 'sample', 'sapply', 'sprintf', 'strsplit', 'sum', 't', 'tabulate', 'unique', 'vector', 'which', 'which.max'], 'package:caret': ['knn3'], 'package:ggplot2': ['aes', 'annotate', 'geom_hline', 'geom_jitter', 'geom_line', 'geom_raster', 'geom_vline', 'ggplot', 'labs', 'scale_colour_manual', 'ylim'], 'package:gridExtra': ['grid.arrange'], 'package:stats': ['ave', 'predict', 'sd'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
175,danr87946-titanic-practice,0.778,"{'package:base': ['as.data.frame', 'library'], 'package:dplyr': ['bind_rows'], 'package:rpart': ['rpart'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
